GENEID	MUTSAMPLES	ZSCOREEXT	QVEXT	ZSCOREPOOLED	PVPOOLED	ZSCORECOSMIC	PVCOSMIC	ZSCOREINT	PVINT	PROJECTID
ENSG00000163840	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163848	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163872	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163874	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163877	2	2.14805949061719	0.0341844453531598	1.08596490277501	0.1387473	0.562244811438044	0.2869746	0.726420242513853	0.2337906	breastWTSI
ENSG00000163882	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163885	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163898	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163913	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163914	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163930	2	3.49953142453253	0.00180216285333333	1.73351141160436	0.04150241	1.38856646419364	0.08248231	1.61266759741177	0.05340837	breastWTSI
ENSG00000163932	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163933	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163938	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163960	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163982	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000163995	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164007	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164039	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164056	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164061	3	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164068	3	2.76933827694053	0.00930821782857143	1.36648273668094	0.08589375	0.815270646709671	0.2074587	1.09263010016054	0.1372781	breastWTSI
ENSG00000164074	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164077	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164081	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164100	3	2.86245023579879	0.00757204770186335	1.28824760297888	0.09882989	0.855223285976407	0.1962138	1.05911214009226	0.1447744	breastWTSI
ENSG00000164109	2	1.10418089300485	0.176034310810811	0.0797204377562582	0.4682298	-0.8787379708179	0.8102283	-0.25189967589571	0.5994407	breastWTSI
ENSG00000164111	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164113	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164114	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164117	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164125	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164129	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164134	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164151	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164168	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164169	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164185	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164187	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164190	2	1.95361108136219	0.0487307741721854	0.789889446792896	0.2147962	0.232622688343783	0.4080272	0.45109298671221	0.3259613	breastWTSI
ENSG00000164199	3	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164219	2	3.13346833433937	0.00410643708196721	1.51735322654212	0.06458876	1.11866585584766	0.1316414	1.3259415013655	0.09242954	breastWTSI
ENSG00000164251	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164256	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164283	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164303	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164304	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164306	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164308	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164309	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164318	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164327	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164329	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164330	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164334	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164344	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164346	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164347	2	2.09886083305003	0.0373757633093525	0.727961320570966	0.2333186	0.159288745074779	0.4367207	0.50214746647079	0.3077819	breastWTSI
ENSG00000164393	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164398	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164404	2	2.22357541475017	0.0300052798418972	0.706990159909657	0.2397863	0.189338013534442	0.424914	0.587470162659971	0.278444	breastWTSI
ENSG00000164406	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164414	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164440	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164465	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164483	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164530	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164535	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164542	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164576	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164588	4	1.71756796203623	0.0732466988235294	0.591305919438893	0.2771577	-0.403422279638392	0.6566812	0.0802715033183817	0.4680107	breastWTSI
ENSG00000164600	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164611	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164631	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164649	2	3.75893879291163	0.000933666381132076	1.78562843361614	0.03707972	1.50244791288667	0.06649074	1.70908724481102	0.04371739	breastWTSI
ENSG00000164675	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164691	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164694	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164715	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164733	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164741	3	0.0775951089147803	0.497373963436929	-0.382976913304547	0.6491316	-1.51371204002415	0.93495056	-0.913867085510824	0.8196067	breastWTSI
ENSG00000164743	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164751	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164756	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164796	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164828	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164830	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164867	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164877	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164889	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164898	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164916	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164934	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164944	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164946	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164953	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164961	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000164989	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165025	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165028	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165029	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165046	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165055	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165072	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165084	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165091	2	1.43795477041861	0.107727395555556	0.851137668904081	0.1973464	0.0767095892582484	0.4694273	0.456385158103521	0.3240565	breastWTSI
ENSG00000165097	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165115	2	2.86438606594804	0.0075729585	1.29724392486551	0.09727364	0.89220315807816	0.186142	1.09256921703157	0.1372915	breastWTSI
ENSG00000165124	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165156	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165164	2	0.428417704130453	0.369886698473282	-0.0742481964458181	0.5295936	-0.957674398877293	0.8308865	-0.639729685559148	0.7388258	breastWTSI
ENSG00000165171	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165181	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165182	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165186	2	-0.255256095436502	0.611276550877193	-0.379346364569328	0.6477847	-1.569177969433	0.94169676	-1.06416571745643	0.8563732	breastWTSI
ENSG00000165194	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165197	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165240	2	0.670084802018376	0.295168222672065	0.0973128181742894	0.461239	-0.804435728294626	0.7894273	-0.398924929549822	0.6550257	breastWTSI
ENSG00000165259	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165288	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165300	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165322	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165323	2	3.69179077258109	0.00107628956666667	1.81789297983439	0.03454025	1.48026566127923	0.06940118	1.79662132781263	0.03619788	breastWTSI
ENSG00000165338	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165349	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165379	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165434	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165457	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165471	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165475	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165494	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165509	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165521	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165555	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165568	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165572	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165606	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165621	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165629	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165632	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165659	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165660	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165661	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165671	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165675	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165678	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165682	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165694	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165730	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165733	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165757	2	2.40398124592239	0.0207185274889868	1.05098591732686	0.1466325	0.457444237244997	0.3236759	0.751463383099529	0.2261869	breastWTSI
ENSG00000165775	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165794	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165805	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165807	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165813	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165819	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165821	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165861	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165905	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165923	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165934	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165966	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165973	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165985	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000165996	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166006	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166016	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166024	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166049	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166086	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166090	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166111	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166130	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166147	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166159	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166192	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166197	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166225	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166228	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166263	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166289	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166313	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166317	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166340	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166341	3	2.47766858507349	0.0177549707407407	1.47439674129316	0.0701874	0.702675214280338	0.2411291	1.03720318110444	0.1498206	breastWTSI
ENSG00000166342	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166343	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166349	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166398	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166401	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166407	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166415	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166436	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166439	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166444	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166448	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166450	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166451	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166501	4	3.04968036151567	0.00495780970149254	1.26817366874732	0.102368	0.938793658728089	0.1739183	1.21696026714086	0.1118097	breastWTSI
ENSG00000166509	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166526	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166535	2	2.71323262843537	0.0107348848888889	1.27428265164528	0.1012816	0.706785072345925	0.23985	0.992066970441707	0.1605824	breastWTSI
ENSG00000166569	2	1.85005196223202	0.0592024044444444	0.85636375406492	0.1958983	0.298118899362515	0.3828062	0.479707107751241	0.3157178	breastWTSI
ENSG00000166573	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166596	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166681	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166685	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166704	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166710	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166748	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166750	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166783	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166831	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166833	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166839	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166840	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166887	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166908	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166912	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166924	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166927	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166928	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166938	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166963	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166965	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166979	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000166997	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167004	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167014	3	1.74926406016558	0.0700938560240964	0.435296933711908	0.3316735	-0.432274673249635	0.6672291	0.0129415979782698	0.4948372	breastWTSI
ENSG00000167037	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167077	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167100	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167110	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167178	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167194	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167210	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167230	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167258	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167272	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167283	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167306	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167311	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167383	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167395	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167397	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167419	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167447	2	2.99785071755796	0.00547557861111111	1.57503399980796	0.0576243	1.14607246599496	0.1258826	1.33072235463321	0.09164019	breastWTSI
ENSG00000167487	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167528	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167535	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167548	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167549	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167554	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167555	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167566	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167601	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167604	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167608	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167632	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167633	2	3.21215476357666	0.00360430001886792	1.33642043463216	0.09070595	1.09075255656125	0.1376909	1.33136852465301	0.09153389	breastWTSI
ENSG00000167634	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167637	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167676	2	-0.177798582079772	0.586745482269504	-0.641047200266757	0.739254	-1.66490795446804	0.95203444	-1.19675643672685	0.8842992	breastWTSI
ENSG00000167711	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167721	2	1.06786424349519	0.184451496659243	0.00411924291253954	0.4983567	-0.860090403429988	0.8051304	-0.288038096305075	0.6133412	breastWTSI
ENSG00000167765	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167769	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167774	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167822	2	2.6124479651616	0.013300995	1.13974477362963	0.1271963	0.748001650881158	0.2272296	0.94979697533691	0.1711077	breastWTSI
ENSG00000167858	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167904	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167910	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167971	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167972	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167978	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167986	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000167995	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168010	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168038	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168070	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168124	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168137	2	1.98427600717919	0.0458035892976589	1.1178074292	0.1318246	0.513732027398282	0.3037197	0.655481943170949	0.2560788	breastWTSI
ENSG00000168152	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168243	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168263	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168275	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168306	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168309	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168389	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168397	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168404	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168405	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168411	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168438	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168461	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168477	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168488	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168491	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168542	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168546	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168619	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168621	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168658	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168671	2	2.09810865813487	0.037310776344086	0.67037639809807	0.2513089	0.0424950455742233	0.483052	0.399366376740599	0.3448116	breastWTSI
ENSG00000168679	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168685	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168701	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168702	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168754	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168758	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168763	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168765	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168769	2	-0.608024715348099	0.733472934027778	-0.922499963548339	0.8218661	-2.1331236908772	0.98354271	-1.48309603730557	0.93097555	breastWTSI
ENSG00000168779	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168795	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168802	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168813	2	-0.0300992996343797	0.534107082733813	-0.388158180463726	0.6510505	-1.45001820137314	0.92647328	-1.0078818585222	0.8432444	breastWTSI
ENSG00000168824	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168827	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168830	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168872	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168907	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168916	2	1.46737566753495	0.104454241012658	0.55919461577274	0.2880145	-0.0647953870808062	0.5258315	0.105583768734955	0.4579563	breastWTSI
ENSG00000168918	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168924	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168944	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000168959	3	3.32858775845456	0.00266456578947368	1.63528366436555	0.0509948	1.15108786768523	0.124848	1.4340840311162	0.07577414	breastWTSI
ENSG00000168970	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169047	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169083	-	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169087	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169126	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169131	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169155	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169169	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169174	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169180	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169218	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169224	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169231	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169242	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169282	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169302	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169313	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169347	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169385	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169393	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169402	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169403	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169427	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169432	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169439	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169484	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169490	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169550	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169554	2	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169594	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169605	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169641	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169660	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169696	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169717	1	-	-	-	-	-	-	-	-	breastWTSI
ENSG00000169727	1	-	-	-	-	-	-	-	-	breastWTSI
